Reading_ID,Temperature_C,Vibration_mm_s,Inlet_Pressure_bar,Outlet_Pressure_bar,Flow_Rate_Lmin,RPM,Power_kW,Operating_Hours,Condition
1041,91.9,9.08,1.02,4.74,103.4,1402.0,5.4,10347.0,Failure Risk
1042,92.8,8.24,0.96,4.55,101.4,1400.0,5.29,10402.0,Failure Risk
1043,95.7,8.86,1.01,4.52,100.3,1397.0,5.41,10391.0,Failure Risk
1044,88.6,8.42,0.91,4.44,105.1,1416.0,5.63,10432.0,Failure Risk
1045,95.0,8.38,1.02,4.78,102.8,1391.0,5.49,10483.0,Failure Risk
1046,92.0,8.81,0.95,4.63,105.7,1383.0,5.22,10398.0,Failure Risk
1047,90.1,8.73,0.98,5.04,96.6,1399.0,5.38,10436.0,Failure Risk
1048,89.2,7.85,0.98,4.57,100.7,1394.0,5.27,10453.0,Failure Risk
1049,91.6,9.08,0.92,4.58,95.9,1440.0,5.34,10469.0,Failure Risk
1050,93.8,9.05,0.92,4.62,100.0,1407.0,5.34,10512.0,Failure Risk
1051,91.8,8.25,1.03,4.72,100.0,1394.0,5.33,10495.0,Failure Risk
1052,95.1,8.67,1.0,4.63,102.6,1386.0,5.21,10522.0,Failure Risk
1053,89.2,8.72,1.03,4.76,100.8,1376.0,5.39,10501.0,Failure Risk
1054,92.1,8.64,0.99,4.57,102.5,1386.0,5.32,10537.0,Failure Risk
1055,89.7,8.32,0.99,4.52,102.7,1400.0,4.97,10563.0,Failure Risk
1056,92.9,8.28,0.89,4.47,107.0,1416.0,5.72,10528.0,Failure Risk
1057,94.0,8.55,0.96,4.42,99.6,1412.0,5.58,10583.0,Failure Risk
1058,91.4,9.04,0.98,4.62,97.7,1401.0,5.36,10572.0,Failure Risk
1059,87.1,8.8,1.07,4.65,101.2,1394.0,5.42,10611.0,Failure Risk
1060,92.8,8.44,1.01,4.61,98.0,1401.0,5.24,10584.0,Failure Risk
1061,93.3,8.91,1.05,4.83,104.8,1392.0,5.67,10611.0,Failure Risk
1062,93.2,7.47,1.01,4.83,99.5,1419.0,5.71,10609.0,Failure Risk
1063,94.9,9.08,0.94,4.64,98.6,1396.0,5.45,10617.0,Failure Risk
1064,90.4,7.93,0.98,4.46,98.9,1397.0,5.58,10638.0,Failure Risk
1065,93.9,8.49,0.99,4.61,102.4,1371.0,5.45,10656.0,Failure Risk
1066,95.0,8.2,0.93,4.6,99.8,1395.0,5.23,10613.0,Failure Risk
1067,89.1,8.14,0.95,4.6,98.3,1408.0,5.37,10703.0,Failure Risk
1068,93.3,9.13,0.96,4.59,105.2,1385.0,5.45,10614.0,Failure Risk
1069,91.7,8.49,1.05,4.59,97.6,1388.0,5.37,10659.0,Failure Risk
1070,92.6,8.82,0.87,4.63,100.2,1407.0,5.4,10687.0,Failure Risk
1071,93.5,8.68,1.03,4.59,102.1,1379.0,5.43,10712.0,Failure Risk
1072,91.8,8.89,0.92,4.7,95.2,1410.0,5.43,10757.0,Failure Risk
1073,91.5,8.74,0.9,4.71,101.5,1391.0,5.45,10664.0,Failure Risk
1074,93.0,8.21,1.03,4.56,96.8,1392.0,5.29,10715.0,Failure Risk
1075,90.8,9.13,1.01,4.82,102.5,1383.0,5.34,10676.0,Failure Risk
1076,90.8,8.55,1.03,4.55,97.1,1401.0,5.26,10751.0,Failure Risk
1077,94.4,8.13,1.01,4.47,102.0,1426.0,5.6,10768.0,Failure Risk
1078,90.7,8.59,1.07,4.71,103.2,1406.0,5.14,10818.0,Failure Risk
1079,94.4,9.37,1.0,4.57,102.4,1386.0,5.63,10784.0,Failure Risk
1080,94.0,9.12,0.96,4.7,100.6,1410.0,5.66,10821.0,Failure Risk
1081,89.7,8.65,0.99,4.37,99.1,1392.0,5.41,10818.0,Failure Risk
1082,91.8,8.66,1.03,4.83,98.0,1413.0,5.07,10797.0,Failure Risk
1083,95.6,8.68,0.93,4.74,104.2,1406.0,5.41,10778.0,Failure Risk
1084,91.3,9.65,0.93,4.48,97.6,1361.0,5.45,10838.0,Failure Risk
1085,92.4,8.98,0.95,4.48,96.6,1384.0,5.31,10795.0,Failure Risk
1086,94.3,9.01,0.86,4.86,101.6,1407.0,5.39,10889.0,Failure Risk
1087,95.0,9.26,0.97,4.57,97.2,1398.0,5.7,10855.0,Failure Risk
1088,92.9,8.95,0.87,4.56,96.7,1383.0,5.57,10906.0,Failure Risk
1089,92.3,8.76,0.97,4.38,95.2,1388.0,5.33,10866.0,Failure Risk
1090,96.4,8.8,1.01,4.61,98.1,1373.0,5.24,10898.0,Failure Risk
1091,97.0,8.86,0.94,4.63,99.2,1394.0,5.43,10906.0,Failure Risk
1092,95.5,8.88,1.05,4.74,100.2,1422.0,5.45,10909.0,Failure Risk
1093,93.8,9.2,0.89,4.48,102.3,1405.0,5.56,10907.0,Failure Risk
1094,92.1,8.94,1.02,4.47,101.0,1421.0,5.4,10942.0,Failure Risk
1095,92.0,9.22,1.0,4.7,98.8,1406.0,5.56,10912.0,Failure Risk
1096,94.8,8.9,0.88,4.77,98.7,1407.0,5.78,10914.0,Failure Risk
1097,94.6,8.98,1.1,4.46,100.8,1418.0,5.61,10997.0,Failure Risk
1098,96.6,8.16,0.96,4.78,103.1,1399.0,5.48,10992.0,Failure Risk
1099,95.2,9.33,0.92,4.65,99.6,1392.0,5.47,10982.0,Failure Risk
1100,90.9,9.11,0.89,4.78,97.8,1407.0,5.44,11040.0,Failure Risk
1101,96.0,9.38,0.95,4.64,96.2,1412.0,5.67,10992.0,Failure Risk
1102,92.0,7.84,0.95,4.34,94.8,1389.0,5.4,11050.0,Failure Risk
1103,93.3,9.84,0.96,4.62,101.1,1386.0,5.51,11025.0,Failure Risk
1104,94.6,8.96,0.94,4.77,100.8,1396.0,5.51,10999.0,Failure Risk
1105,98.1,9.47,0.99,4.53,100.8,1404.0,5.43,11095.0,Failure Risk
1106,100.4,8.62,0.94,4.59,98.6,1404.0,5.3,11080.0,Failure Risk
1107,95.4,9.29,0.86,4.62,103.2,1377.0,5.56,11056.0,Failure Risk
1108,93.8,8.63,0.95,4.29,97.5,1417.0,5.5,11092.0,Failure Risk
1109,95.3,8.81,0.84,4.84,101.8,1386.0,5.59,11068.0,Failure Risk
1110,96.1,9.84,0.97,4.53,98.8,1390.0,5.43,11115.0,Failure Risk
1111,93.7,9.01,0.91,4.7,97.1,1383.0,5.7,11028.0,Failure Risk
1112,98.0,9.18,0.96,4.62,100.6,1426.0,5.39,11079.0,Failure Risk
1113,94.9,9.45,1.02,4.78,100.0,1396.0,5.78,11149.0,Failure Risk
1114,95.4,9.31,0.91,4.68,99.9,1383.0,5.26,11123.0,Failure Risk
1115,95.8,9.18,1.01,4.6,99.0,1404.0,5.59,11146.0,Failure Risk
1116,95.4,9.28,0.93,4.52,98.6,1402.0,5.6,11110.0,Failure Risk
1117,96.2,10.1,1.04,4.73,105.9,1391.0,5.41,11215.0,Failure Risk
1118,93.4,9.13,0.94,4.4,102.2,1403.0,5.59,11206.0,Failure Risk
1119,93.5,9.24,0.91,4.71,100.8,1383.0,5.72,11174.0,Failure Risk
1120,92.5,9.59,0.99,4.49,98.9,1387.0,5.2,11178.0,Failure Risk
1121,95.6,9.62,0.93,4.78,101.6,1368.0,5.61,11231.0,Failure Risk
1122,96.3,9.67,0.91,4.64,100.1,1377.0,5.16,11269.0,Failure Risk
1123,95.7,9.46,0.93,4.7,98.6,1414.0,5.4,11249.0,Failure Risk
1124,98.2,8.76,0.95,4.63,97.6,1412.0,5.79,11295.0,Failure Risk
1125,94.9,9.88,1.02,4.41,98.2,1393.0,5.46,11212.0,Failure Risk
1126,96.3,8.77,0.85,4.52,88.9,1412.0,5.37,11225.0,Failure Risk
1127,92.8,9.36,0.95,4.7,99.0,1390.0,5.52,11224.0,Failure Risk
1128,94.2,8.95,0.98,4.64,96.9,1389.0,5.86,11283.0,Failure Risk
1129,96.4,9.24,0.96,4.76,103.1,1393.0,5.28,11285.0,Failure Risk
1130,96.8,9.4,1.01,4.67,98.3,1390.0,5.4,11285.0,Failure Risk
1131,94.5,9.41,0.94,4.5,94.7,1389.0,5.78,11324.0,Failure Risk
1132,95.0,9.46,0.94,4.52,98.1,1405.0,5.84,11347.0,Failure Risk
1133,92.2,9.95,0.98,4.63,95.1,1393.0,5.54,11274.0,Failure Risk
1134,94.5,9.49,0.95,4.34,99.6,1400.0,5.38,11312.0,Failure Risk
1135,97.1,9.22,0.93,4.81,99.0,1404.0,5.88,11365.0,Failure Risk
1136,96.5,9.72,0.97,4.67,101.0,1396.0,5.81,11336.0,Failure Risk
1137,96.4,9.82,0.91,4.76,95.7,1379.0,5.67,11336.0,Failure Risk
1138,95.5,8.86,0.92,4.42,98.1,1375.0,5.45,11401.0,Failure Risk
1139,95.5,9.6,0.92,4.76,93.9,1393.0,5.57,11341.0,Failure Risk
1140,94.2,9.65,1.01,4.88,100.1,1389.0,5.55,11381.0,Failure Risk
1141,96.9,9.26,0.78,4.45,99.5,1392.0,5.63,11410.0,Failure Risk
1142,96.4,9.94,0.96,4.7,99.4,1390.0,5.8,11393.0,Failure Risk
1143,96.6,9.34,0.95,4.61,97.9,1422.0,5.71,11443.0,Failure Risk
1144,94.6,9.46,0.86,4.42,99.1,1374.0,5.42,11413.0,Failure Risk
1145,91.4,9.35,0.96,4.66,102.6,1366.0,5.79,11482.0,Failure Risk
1146,97.9,9.44,0.97,4.7,96.9,1394.0,5.63,11446.0,Failure Risk
1147,94.8,9.0,0.97,4.53,98.2,1386.0,5.69,11480.0,Failure Risk
1148,94.1,8.88,0.81,4.74,94.5,1394.0,5.81,11492.0,Failure Risk
1149,97.2,10.1,1.01,4.4,95.1,1397.0,5.43,11461.0,Failure Risk
1150,95.1,9.13,0.9,4.42,97.9,1405.0,5.59,11428.0,Failure Risk
1151,98.1,9.09,0.97,4.61,100.9,1372.0,5.52,11511.0,Failure Risk
1152,97.2,8.63,0.98,4.6,96.8,1383.0,5.36,11512.0,Failure Risk
1153,97.4,9.25,0.9,4.51,96.9,1395.0,5.65,11537.0,Failure Risk
1154,93.3,8.99,0.97,4.69,96.3,1399.0,5.98,11523.0,Failure Risk
1155,98.5,10.18,0.92,4.66,95.9,1416.0,5.33,11527.0,Failure Risk
1156,96.7,9.94,0.84,4.7,98.3,1401.0,5.6,11610.0,Failure Risk
1157,95.4,9.27,1.0,4.58,92.9,1389.0,5.71,11516.0,Failure Risk
1158,96.5,10.46,0.9,4.66,101.2,1378.0,5.63,11592.0,Failure Risk
1159,92.7,9.96,0.89,4.54,95.4,1382.0,5.6,11563.0,Failure Risk
1160,97.1,9.45,0.92,4.84,99.5,1382.0,5.42,11580.0,Failure Risk
1161,94.3,8.59,0.95,4.49,93.5,1397.0,5.65,11590.0,Failure Risk
1162,93.7,10.51,0.93,4.84,99.3,1392.0,5.51,11586.0,Failure Risk
1163,93.4,9.05,0.96,4.59,99.3,1373.0,5.29,11637.0,Failure Risk
1164,98.7,8.96,0.87,4.42,98.4,1383.0,5.8,11672.0,Failure Risk
1165,95.2,10.04,0.9,4.75,94.2,1399.0,5.77,11654.0,Failure Risk
1166,99.6,10.61,0.93,4.6,97.9,1393.0,5.64,11653.0,Failure Risk
1167,95.5,10.2,1.03,4.68,93.6,1395.0,5.66,11630.0,Failure Risk
1168,93.2,9.88,0.93,4.73,96.3,1393.0,5.79,11686.0,Failure Risk
1169,94.4,9.91,0.99,4.62,100.1,1408.0,5.67,11745.0,Failure Risk
1170,99.2,10.02,0.93,4.51,99.4,1391.0,5.77,11679.0,Failure Risk
1171,96.4,9.99,0.91,4.7,97.0,1383.0,5.59,11689.0,Failure Risk
1172,95.7,9.81,0.92,4.58,94.0,1377.0,5.84,11693.0,Failure Risk
1173,97.2,9.75,0.92,4.66,98.9,1391.0,5.69,11705.0,Failure Risk
1174,97.9,9.69,0.96,4.32,96.9,1358.0,5.67,11648.0,Failure Risk
1175,99.2,9.43,1.0,4.63,89.9,1385.0,5.46,11752.0,Failure Risk
1176,99.9,9.63,0.95,4.5,99.2,1385.0,5.69,11725.0,Failure Risk
1177,96.3,9.07,0.99,4.77,96.7,1371.0,5.53,11712.0,Failure Risk
1178,94.4,9.72,0.88,4.65,100.4,1376.0,5.56,11793.0,Failure Risk
1179,96.3,9.38,0.91,4.6,93.4,1397.0,5.53,11748.0,Failure Risk
1180,97.6,9.34,0.89,4.63,87.2,1390.0,5.5,11780.0,Failure Risk
1181,95.2,9.86,0.94,4.45,97.5,1388.0,5.98,11844.0,Failure Risk
1182,95.3,10.36,0.91,4.76,97.5,1391.0,5.86,11768.0,Failure Risk
1183,97.9,10.18,0.96,4.81,91.5,1388.0,5.95,11774.0,Failure Risk
1184,97.2,9.19,0.88,4.61,93.6,1402.0,5.48,11838.0,Failure Risk
1185,97.4,9.44,0.93,4.76,104.8,1388.0,5.68,11874.0,Failure Risk
1186,95.9,10.22,0.96,4.5,95.6,1369.0,5.47,11803.0,Failure Risk
1187,97.0,9.46,0.82,4.47,98.7,1406.0,5.57,11872.0,Failure Risk
1188,95.6,9.77,1.03,4.57,94.5,1391.0,5.54,11887.0,Failure Risk
1189,99.3,10.09,0.91,4.61,90.1,1379.0,5.86,11818.0,Failure Risk
1190,99.6,9.5,0.82,4.51,95.9,1371.0,5.62,11914.0,Failure Risk
1191,93.9,9.94,0.93,4.62,95.5,1391.0,5.84,11926.0,Failure Risk
1192,95.8,9.37,0.93,4.6,95.1,1384.0,5.77,11901.0,Failure Risk
1193,94.7,9.68,0.92,4.44,95.9,1405.0,6.03,11958.0,Failure Risk
1194,96.4,10.05,0.97,4.62,97.0,1382.0,5.46,11964.0,Failure Risk
1195,97.6,9.3,0.96,4.66,95.7,1376.0,5.88,11943.0,Failure Risk
1196,94.9,10.12,0.94,4.58,92.4,1396.0,5.86,11936.0,Failure Risk
1197,96.0,9.95,0.94,4.69,97.6,1396.0,5.55,11931.0,Failure Risk
1198,95.9,10.19,0.92,4.41,90.3,1387.0,5.84,11969.0,Failure Risk
1199,98.3,10.07,1.01,4.61,89.9,1393.0,5.75,11997.0,Failure Risk
1200,98.1,10.54,0.85,4.41,98.3,1385.0,5.66,11980.0,Failure Risk
